City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
148,kristiansund,63.1115,7.732,278.51,87,100,1.03,NO,1699417642
149,loen,7.7601,168.2307,301.79,80,99,8.95,MH,1699417643
150,birao,10.2849,22.7882,297.65,68,85,2.07,CF,1699417643
151,batouri,4.4333,14.3667,293.87,99,99,0.82,CM,1699417644
152,gaspe,48.8334,-64.4819,282.1,100,100,2.06,CA,1699417572
153,kayangel,8.0823,134.7173,302.06,72,48,2.96,PW,1699417645
154,weno,7.4515,151.8468,299.12,94,100,3.09,FM,1699417645
155,hell-ville,-13.4,48.2667,300.08,76,40,0.0,MG,1699417646
156,n'zeto,-7.2312,12.8666,298.79,87,94,3.87,AO,1699417646
157,pangai,-19.8,-174.35,301.21,69,20,4.12,TO,1699417647
158,port alfred,-33.5906,26.891,288.81,87,89,3.7,ZA,1699417647
159,mandalgovi,45.7625,106.2708,261.99,49,9,6.44,MN,1699417648
160,ocean city,39.2776,-74.5746,286.48,75,0,1.79,US,1699417648
161,puerto deseado,-47.7503,-65.8938,283.99,59,63,5.49,AR,1699417649
162,kolondieba,11.0882,-6.8926,298.58,56,80,1.78,ML,1699417649
163,vizinga,61.0749,50.1031,277.04,98,100,2.97,RU,1699417650
164,ola,59.5833,151.2833,261.69,70,8,5.21,RU,1699417650
165,tianfu,37.1936,122.0511,290.57,56,13,6.86,CN,1699417651
166,san patricio,28.017,-97.5169,297.5,78,99,5.63,US,1699417651
167,bokkos,9.3,9.0,292.04,29,72,3.17,NG,1699417652
168,amesbury,42.8584,-70.9301,284.83,67,48,4.02,US,1699417652
169,kill devil hills,36.0307,-75.676,291.47,74,0,3.6,US,1699417464
170,raja,8.4596,25.678,295.6,85,100,1.36,SS,1699417653
171,vila franca do campo,37.7167,-25.4333,293.64,99,95,6.55,PT,1699417654
172,linxia chengguanzhen,35.6003,103.2064,281.41,30,0,2.36,CN,1699417654
173,kodinsk,58.6881,99.1844,263.95,76,13,1.14,RU,1699417654
174,la ronge,55.1001,-105.2842,273.29,93,100,2.06,CA,1699417655
175,dunedin,-45.8742,170.5036,286.37,64,100,1.79,NZ,1699417656
176,college,64.8569,-147.8028,264.76,87,20,1.54,US,1699417523
177,huanggang,23.677,116.9996,300.09,57,52,2.29,CN,1699417656
178,touros,-5.1989,-35.4608,298.05,79,86,5.1,BR,1699417657
179,saldanha,-33.0117,17.9442,283.18,78,0,5.09,ZA,1699417657
180,tagiura,32.8817,13.3506,297.68,39,58,1.02,LY,1699417658
181,aurora,39.7294,-104.8319,283.55,49,20,2.06,US,1699417657
182,carnarvon,-24.8667,113.6333,298.43,53,0,5.36,AU,1699417658
183,mamuju,-2.6748,118.8885,302.15,77,36,1.72,ID,1699417659
184,praia da vitoria,38.7333,-27.0667,293.29,94,75,6.72,PT,1699417659
185,mount gambier,-37.8333,140.7667,293.67,47,98,3.43,AU,1699417660
186,rio grande,-32.035,-52.0986,292.01,91,14,7.02,BR,1699417660
187,salym,60.0625,71.4789,270.59,94,92,1.92,RU,1699417661
188,hadibu,12.65,54.0333,299.53,69,31,3.2,YE,1699417661
189,east london,-33.0153,27.9116,289.67,77,0,2.57,ZA,1699417661
190,oranjemund,-28.55,16.4333,286.88,88,2,5.25,NA,1699417662
191,coruripe,-10.1256,-36.1756,297.58,82,12,3.22,BR,1699417662
192,aksu,41.1231,80.2644,284.42,25,67,0.7,CN,1699417663
193,kyshtovka,56.555,76.6271,270.56,90,100,2.24,RU,1699417663
194,kodiak,57.79,-152.4072,275.88,87,40,1.54,US,1699417427
195,ribeira brava,32.65,-17.0667,291.5,70,18,1.63,PT,1699417664
196,pisco,-13.7,-76.2167,292.18,82,90,5.66,PE,1699417664
197,colonia,50.9333,6.95,283.13,79,75,3.6,DE,1699417601
198,kavaratti,10.5669,72.642,301.49,71,100,1.45,IN,1699417665
199,kharan,28.5833,65.4167,295.21,37,16,0.41,PK,1699417666
200,taulaga,-11.0553,-171.0883,301.08,79,100,4.5,AS,1699417666
201,verkhnevilyuysk,63.4453,120.3167,253.68,91,52,0.81,RU,1699417667
202,yung shue wan,22.2333,114.1167,300.26,76,99,1.34,HK,1699417667
203,riberalta,-10.9833,-66.1,299.91,66,100,1.41,BO,1699417667
204,ushtobe,45.2514,77.9838,282.64,32,100,0.73,KZ,1699417668
205,kolonia,50.9333,6.95,283.13,79,75,3.6,DE,1699417664
206,zhezqazghan,47.7833,67.7667,274.47,69,0,5.0,KZ,1699417669
207,lusambo,-4.9667,23.45,293.55,99,100,0.75,CD,1699417669
208,puerto cabezas,14.0351,-83.3888,299.01,90,32,2.97,NI,1699417669
209,kapa'a,22.0752,-159.319,301.14,84,75,5.66,US,1699417670
210,kingston,17.997,-76.7936,301.68,87,20,3.09,JM,1699417407
211,puerto cortez,15.8333,-87.95,298.26,95,100,2.19,HN,1699417390
212,dalbandin,28.8947,64.4101,295.07,40,37,1.57,PK,1699417671
213,bull savanna,17.8868,-77.5902,298.02,83,97,2.05,JM,1699417671
214,napier,-39.4833,176.9167,288.86,59,48,3.58,NZ,1699417504
215,antofagasta,-23.65,-70.4,289.75,82,50,1.23,CL,1699417644
216,hasaki,35.7333,140.8333,293.37,57,10,6.52,JP,1699417673
217,magadan,59.5667,150.8,261.14,71,7,4.22,RU,1699417403
218,vorgashor,67.5833,63.95,274.04,100,100,3.86,RU,1699417673
219,mampong,7.0627,-1.4001,294.1,97,100,1.63,GH,1699417674
220,walvis bay,-22.9575,14.5053,286.53,87,0,1.54,NA,1699417674
221,alaghsas,17.0187,8.0168,296.05,16,83,4.82,NE,1699417675
222,cookeville,36.1628,-85.5016,289.87,79,9,1.82,US,1699417389
223,la'ie,21.6477,-157.9253,300.13,80,33,1.34,US,1699417675
224,vadso,70.0744,29.7487,273.24,93,75,4.63,NO,1699417676
225,el calafate,-50.3408,-72.2768,278.67,72,13,4.24,AR,1699417676
226,vernon,50.2581,-119.2691,279.42,92,21,1.03,CA,1699417677
227,ancud,-41.8697,-73.8203,282.29,91,90,3.22,CL,1699417677
228,coquimbo,-29.9533,-71.3436,287.0,94,0,3.09,CL,1699417678
229,sisimiut,66.9395,-53.6735,266.74,67,99,2.04,GL,1699417678
230,kurumkan,54.3,110.3,264.89,82,100,1.79,RU,1699417463
231,shengli,37.4564,118.4856,290.55,31,76,3.39,CN,1699417679
232,beledweyne,4.7358,45.2036,298.84,79,72,4.34,SO,1699417679
233,magdalena de kino,30.6333,-110.95,292.78,25,0,0.36,MX,1699417680
234,holualoa,19.6228,-155.9522,298.06,81,100,4.63,US,1699417680
235,puerto la cruz,10.2167,-64.6167,299.62,84,98,1.95,VE,1699417680
236,shpola,49.0069,31.3947,282.13,82,99,3.24,UA,1699417681
237,manicore,-5.8092,-61.3003,296.66,89,100,1.02,BR,1699417682
238,akureyri,65.6835,-18.0878,274.11,75,100,1.54,IS,1699417682
239,nar'yan-mar,67.6713,53.087,273.77,100,100,4.02,RU,1699417683
240,trairi,-3.2778,-39.2689,299.35,76,72,4.32,BR,1699417683
241,sambava,-14.2667,50.1667,298.28,71,3,3.5,MG,1699417684
242,codrington,-38.2667,141.9667,291.61,58,100,6.89,AU,1699417684
243,chengdu,30.6667,104.0667,292.28,68,0,2.0,CN,1699417654
244,bowling green,36.9903,-86.4436,291.12,88,0,0.0,US,1699417423
245,naze,28.3667,129.4833,295.66,59,100,2.66,JP,1699417686
246,tura,25.5198,90.2201,298.17,56,0,0.66,IN,1699417686
247,saint-pierre,-21.3393,55.4781,297.91,94,75,2.57,RE,1699417687
248,oxelosund,58.6706,17.1015,278.36,100,100,2.06,SE,1699417687
249,qaqortoq,60.7167,-46.0333,275.06,60,100,0.95,GL,1699417688
250,timimoun,29.2639,0.231,293.36,40,2,5.14,DZ,1699417688
251,jayapura,-2.5333,140.7,304.81,78,99,4.04,ID,1699417689
252,harper,4.375,-7.7169,298.4,89,61,2.4,LR,1699417689
253,bathsheba,13.2167,-59.5167,297.49,100,75,7.2,BB,1699417689
254,obuase,6.206,-1.6619,295.19,99,100,0.81,GH,1699417690
255,cidade velha,14.9167,-23.6167,298.41,73,20,8.75,CV,1699417691
256,brookings,44.3114,-96.7984,281.58,85,0,1.54,US,1699417610
257,dingtao,35.0683,115.5625,292.32,44,0,1.41,CN,1699417691
258,portland,45.5234,-122.6762,283.12,93,100,0.45,US,1699417164
259,laishevo,55.4046,49.5504,280.27,95,100,5.42,RU,1699417692
260,minas de marcona,-15.2119,-75.1103,286.63,86,38,5.07,PE,1699417693
261,fada,9.5667,8.3,293.06,46,77,2.09,NG,1699417693
262,khovd,48.0056,91.6419,267.66,53,5,0.97,MN,1699417693
263,hadali,32.6413,74.569,291.05,29,77,0.6,PK,1699417694
264,myrhorod,49.9685,33.6089,280.31,79,35,3.23,UA,1699417694
265,fisterra,42.9049,-9.2629,288.72,89,100,12.26,ES,1699417695
266,recani,31.2846,-4.2688,286.23,32,0,7.08,MA,1699417695
267,whitby,54.4877,-0.615,281.1,88,100,2.24,GB,1699417696
268,nizhniy odes,63.6445,54.856,274.38,100,100,3.06,RU,1699417697
269,bardai,11.65,7.2333,293.58,24,3,3.09,NG,1699417697
270,sidi okba,34.7451,5.8983,292.31,48,73,8.75,DZ,1699417697
271,lompoc,34.6391,-120.4579,287.55,84,0,7.6,US,1699417698
272,pacific grove,36.6177,-121.9166,286.21,85,0,2.57,US,1699417698
273,lerwick,60.1545,-1.1494,281.15,81,39,3.7,GB,1699417699
274,hamilton,39.1834,-84.5333,287.0,73,0,4.12,US,1699417526
275,nowogrod bobrzanski,51.7986,15.2352,281.95,80,66,4.56,PL,1699417700
276,ankazobe,-18.3167,47.1167,291.32,78,52,1.57,MG,1699417700
277,bangassou,4.7413,22.8184,293.5,98,93,0.68,CF,1699417701
278,bandirma,40.3522,27.9767,284.16,100,54,1.54,TR,1699417701
279,abepura,-2.6333,140.5833,304.6,55,20,10.29,ID,1699417701
280,ubatuba,-23.4339,-45.0711,291.76,84,0,1.72,BR,1699417702
281,berezovyy,51.6667,135.7,270.24,52,56,1.04,RU,1699417703
282,vorkuta,67.5,64.0,274.18,100,100,3.64,RU,1699417703
283,bac lieu,9.285,105.7244,302.81,73,76,4.51,VN,1699417704
284,malvan,16.0667,73.4667,300.51,76,99,2.59,IN,1699417705
285,hammerfest,70.6634,23.6821,273.4,93,100,4.63,NO,1699417706
286,queenstown,-31.8976,26.8753,285.17,81,99,1.68,ZA,1699417706
287,kayes,14.0,-11.0,298.67,23,5,1.11,ML,1699417707
288,mana,5.6592,-53.7767,299.1,90,81,4.13,GF,1699417707
289,indianola,41.3581,-93.5574,285.29,71,100,5.88,US,1699417708
290,enewetak,11.3474,162.3373,301.51,78,27,8.21,MH,1699417708
291,raton,36.9034,-104.4391,284.49,17,0,1.54,US,1699417709
292,hobyo,5.3505,48.5268,300.27,79,98,5.36,SO,1699417709
293,saint-philippe,-21.3585,55.7679,296.92,85,97,4.77,RE,1699417710
294,peniche,39.3558,-9.3811,287.75,83,100,4.25,PT,1699417711
295,juliaca,-15.5,-70.1333,282.84,61,100,1.78,PE,1699417711
296,udachny,66.4167,112.4,257.29,84,79,1.71,RU,1699417712
297,vieux fort,13.7167,-60.95,298.77,89,75,4.12,LC,1699417713
298,rabaul,-4.1967,152.1721,301.44,77,93,0.95,PG,1699417713
299,jamui,24.9167,86.2167,298.53,44,0,2.54,IN,1699417714
300,fort bragg,35.139,-79.006,291.38,72,0,2.06,US,1699417515
301,satellite beach,28.1761,-80.5901,294.83,93,0,0.0,US,1699417715
302,bude,50.8243,-4.5413,285.5,93,100,4.47,GB,1699417574
303,wellington,-41.2866,174.7756,288.18,68,75,6.17,NZ,1699417506
304,embi,48.8264,58.1442,281.58,98,100,3.0,KZ,1699417716
305,nizhneangarsk,55.7833,109.55,263.15,67,100,4.02,RU,1699417718
306,leava,-14.3,-178.1667,300.54,84,63,8.11,WF,1699417718
307,nuku'alofa,-21.1333,-175.2,298.34,88,75,4.63,TO,1699417719
308,san javier,37.8063,-0.8374,285.44,61,0,0.51,ES,1699417719
309,canutama,-6.5339,-64.3831,295.88,99,99,1.0,BR,1699417719
310,tual,-5.6667,132.75,300.53,77,17,4.15,ID,1699417720
311,butterworth,5.3991,100.3638,305.18,70,20,3.09,MY,1699417720
312,zhanga buqtyrma,49.6295,83.5248,269.85,77,55,1.42,KZ,1699417721
313,badger,64.8,-147.5333,264.71,88,40,1.54,US,1699417721
314,patterson,37.4716,-121.1297,288.18,66,2,3.37,US,1699417672
315,aiquile,-18.2041,-65.1807,291.53,69,100,1.72,BO,1699417723
316,tralee,52.2704,-9.7026,281.84,76,100,10.29,IE,1699417723
317,kruisfontein,-34.0033,24.7314,285.49,80,86,1.83,ZA,1699417724
318,mersing,2.4312,103.8405,303.1,79,40,0.51,MY,1699417725
319,dubbo,-32.25,148.6167,302.22,34,93,5.14,AU,1699417726
320,atakpame,7.5333,1.1333,295.66,94,83,1.17,TG,1699417727
321,labytnangi,66.6572,66.4183,272.52,99,100,0.93,RU,1699417728
322,kovernino,57.1253,43.8142,279.55,92,100,3.06,RU,1699417729
323,leer,53.2316,7.461,282.01,98,100,6.83,DE,1699417729
324,ngorongoro,-3.2397,35.4875,285.26,96,57,1.7,TZ,1699417730
325,ugoofaaru,5.6667,73.0,300.71,75,95,1.41,MV,1699417730
326,tan-tan,28.438,-11.1032,290.12,75,18,4.32,MA,1699417731
327,brokopondo,4.75,-55.1667,298.63,89,100,3.35,SR,1699417731
328,egersund,58.4513,5.9997,276.53,83,24,1.68,NO,1699417733
329,riosucio,5.4216,-75.7032,287.6,97,83,0.73,CO,1699417734
330,fayzabad,37.1166,70.58,288.73,32,100,0.25,AF,1699417735
331,merritt,50.1123,-120.7942,278.33,70,61,0.89,CA,1699417736
332,hun,29.1268,15.9477,293.19,33,16,3.14,LY,1699417736
333,st. john's,47.5649,-52.7093,279.35,88,100,9.26,CA,1699417558
334,kuanda,56.3161,116.0806,263.83,80,100,1.45,RU,1699417737
335,kolokani,13.5728,-8.0339,297.06,20,29,2.11,ML,1699417737
336,prado,-17.3411,-39.2208,296.79,58,99,3.32,BR,1699417738
337,manaure,11.7751,-72.4445,301.45,80,26,4.44,CO,1699417738
